timestamp,trial_label,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch5_theta,ch5_alpha,ch5_beta,ch5_gamma,ch6_theta,ch6_alpha,ch6_beta,ch6_gamma,ch7_theta,ch7_alpha,ch7_beta,ch7_gamma,ch8_theta,ch8_alpha,ch8_beta,ch8_gamma,avg_beta_alpha,avg_engagement_index
22:59:28.202,focus,7144335.418,2587681.694,2587150.028,534425.835,2407195.757,871952.614,871149.473,179400.698,132215.916,47875.542,47699.082,9891.504,2413088.362,874091.681,873272.481,179838.184,2409296.598,872751.512,871917.067,179562.085,214699.697,78719.577,79353.077,16228.388,176.464,50.362,51.392,54.319,1228450.347,445054.372,444370.523,91513.037,1.0025,0.2613
22:59:28.338,focus,7144335.418,2587681.694,2587150.028,534425.835,2407195.757,871952.614,871149.473,179400.698,132215.916,47875.542,47699.082,9891.504,2413088.362,874091.681,873272.481,179838.184,2409296.598,872751.512,871917.067,179562.085,214699.697,78719.577,79353.077,16228.388,176.464,50.362,51.392,54.319,1228450.347,445054.372,444370.523,91513.037,1.0025,0.2613
22:59:28.461,focus,7134834.597,2589291.005,2589871.717,534767.321,2405312.265,873639.022,872520.003,179633.365,132279.39,48521.526,48358.574,9977.719,2411198.23,875796.998,874651.29,180069.65,2407414.897,874406.329,873275.767,179784.67,214998.901,76479.957,79169.716,15798.551,131.215,47.511,47.968,54.754,1227682.093,445924.591,444935.732,91696.769,1.0044,0.2672
22:59:28.583,focus,7134834.597,2589291.005,2589871.717,534767.321,2405312.265,873639.022,872520.003,179633.365,132279.39,48521.526,48358.574,9977.719,2411198.23,875796.998,874651.29,180069.65,2407414.897,874406.329,873275.767,179784.67,214998.901,76479.957,79169.716,15798.551,131.215,47.511,47.968,54.754,1227682.093,445924.591,444935.732,91696.769,1.0044,0.2672
22:59:28.719,focus,7134834.597,2589291.005,2589871.717,534767.321,2405312.265,873639.022,872520.003,179633.365,132279.39,48521.526,48358.574,9977.719,2411198.23,875796.998,874651.29,180069.65,2407414.897,874406.329,873275.767,179784.67,214998.901,76479.957,79169.716,15798.551,131.215,47.511,47.968,54.754,1227682.093,445924.591,444935.732,91696.769,1.0044,0.2672
22:59:28.855,focus,7138539.313,2585979.383,2585627.621,532761.666,2404210.19,870011.212,869977.665,178608.432,131406.883,47316.928,47299.743,9654.127,2410138.574,872123.52,872102.602,179039.991,2406337.368,870746.575,870726.385,178760.923,213109.512,78727.19,78336.531,16341.167,146.947,44.856,52.609,56.996,1225722.284,443704.447,444081.543,91266.234,1.021,0.267
22:59:28.990,focus,7138539.313,2585979.383,2585627.621,532761.666,2404210.19,870011.212,869977.665,178608.432,131406.883,47316.928,47299.743,9654.127,2410138.574,872123.52,872102.602,179039.991,2406337.368,870746.575,870726.385,178760.923,213109.512,78727.19,78336.531,16341.167,146.947,44.856,52.609,56.996,1225722.284,443704.447,444081.543,91266.234,1.021,0.267
22:59:29.114,focus,7138539.313,2585979.383,2585627.621,532761.666,2404210.19,870011.212,869977.665,178608.432,131406.883,47316.928,47299.743,9654.127,2410138.574,872123.52,872102.602,179039.991,2406337.368,870746.575,870726.385,178760.923,213109.512,78727.19,78336.531,16341.167,146.947,44.856,52.609,56.996,1225722.284,443704.447,444081.543,91266.234,1.021,0.267
22:59:29.248,focus,7138539.313,2585979.383,2585627.621,532761.666,2404210.19,870011.212,869977.665,178608.432,131406.883,47316.928,47299.743,9654.127,2410138.574,872123.52,872102.602,179039.991,2406337.368,870746.575,870726.385,178760.923,213109.512,78727.19,78336.531,16341.167,146.947,44.856,52.609,56.996,1225722.284,443704.447,444081.543,91266.234,1.021,0.267
22:59:29.383,focus,7183090.834,2608849.135,2611427.291,538665.121,2409903.209,877525.303,879230.441,180768.752,133862.842,49720.029,50230.177,10283.202,2415782.537,879665.563,881366.235,181215.283,2412018.821,878286.428,879987.202,180922.476,213315.464,75705.713,73430.66,15377.197,139.235,70.137,98.924,61.76,1226817.108,445349.703,447252.813,92220.157,1.0502,0.2921
22:59:29.506,focus,7183090.834,2608849.135,2611427.291,538665.121,2409903.209,877525.303,879230.441,180768.752,133862.842,49720.029,50230.177,10283.202,2415782.537,879665.563,881366.235,181215.283,2412018.821,878286.428,879987.202,180922.476,213315.464,75705.713,73430.66,15377.197,139.235,70.137,98.924,61.76,1226817.108,445349.703,447252.813,92220.157,1.0502,0.2921
22:59:29.644,focus,7183090.834,2608849.135,2611427.291,538665.121,2409903.209,877525.303,879230.441,180768.752,133862.842,49720.029,50230.177,10283.202,2415782.537,879665.563,881366.235,181215.283,2412018.821,878286.428,879987.202,180922.476,213315.464,75705.713,73430.66,15377.197,139.235,70.137,98.924,61.76,1226817.108,445349.703,447252.813,92220.157,1.0502,0.2921
22:59:29.775,focus,7183090.834,2608849.135,2611427.291,538665.121,2409903.209,877525.303,879230.441,180768.752,133862.842,49720.029,50230.177,10283.202,2415782.537,879665.563,881366.235,181215.283,2412018.821,878286.428,879987.202,180922.476,213315.464,75705.713,73430.66,15377.197,139.235,70.137,98.924,61.76,1226817.108,445349.703,447252.813,92220.157,1.0502,0.2921
22:59:29.899,focus,7217620.712,2608015.633,2610185.128,537270.562,2423322.131,873739.69,875247.369,179700.242,138089.611,48993.078,49297.678,10069.222,2429256.069,875871.844,877401.439,180139.867,2425390.327,874485.193,876013.305,179854.344,208145.883,78255.826,77430.827,15413.787,45.769,21.227,34.279,46.494,1244593.35,448536.993,447127.595,90523.938,1.0767,0.2965
